Code de la commune,code_commune,emploi_actifs,emploi_retraites,socio_pro,pauvrete_ensemble,natalite,mortalite,diplome_bac,diplome_bac5_plus
86066,86066,57.9,7.3,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 4.4, 'Cadres': 14.1, 'Profession intermédiaire': 26.7, 'Employé': 26.5, 'Ouvrier': 28.1}",24.0,11.0,12.8,15.8,6.4
86194,86194,52.7,3.0,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.7, 'Cadres': 21.0, 'Profession intermédiaire': 31.3, 'Employé': 30.7, 'Ouvrier': 13.1}",26.0,11.2,6.9,18.2,17.5
87050,87050,70.9,6.5,"{'Agriculteur': 0.8, 'Artisan, commerçant et chef d’entreprise': 12.7, 'Cadres': 12.7, 'Profession intermédiaire': 26.4, 'Employé': 24.7, 'Ouvrier': 22.6}",,9.3,9.2,18.5,9.6
87085,87085,57.6,5.1,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 4.7, 'Cadres': 18.5, 'Profession intermédiaire': 31.0, 'Employé': 27.8, 'Ouvrier': 17.8}",24.0,10.6,9.8,17.9,11.6
87114,87114,67.5,8.9,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 8.4, 'Cadres': 10.3, 'Profession intermédiaire': 28.8, 'Employé': 28.8, 'Ouvrier': 23.2}",10.0,7.5,10.3,17.0,10.3
87154,87154,66.4,9.6,"{'Agriculteur': 0.8, 'Artisan, commerçant et chef d’entreprise': 6.2, 'Cadres': 10.0, 'Profession intermédiaire': 24.7, 'Employé': 30.6, 'Ouvrier': 27.6}",15.0,7.4,13.7,17.3,5.8
88160,88160,57.9,5.3,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.1, 'Cadres': 15.8, 'Profession intermédiaire': 31.9, 'Employé': 33.4, 'Ouvrier': 13.8}",25.0,10.8,10.3,17.5,10.5
88413,88413,51.5,6.8,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.7, 'Cadres': 12.7, 'Profession intermédiaire': 27.5, 'Employé': 32.3, 'Ouvrier': 20.6}",27.0,9.6,14.0,15.3,6.0
89024,89024,61.2,5.6,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.7, 'Cadres': 13.6, 'Profession intermédiaire': 31.4, 'Employé': 31.8, 'Ouvrier': 18.4}",22.0,10.8,12.0,16.7,8.9
89387,89387,56.7,6.1,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 5.7, 'Cadres': 12.4, 'Profession intermédiaire': 26.6, 'Employé': 33.3, 'Ouvrier': 21.7}",28.0,13.6,12.0,14.6,8.2
90010,90010,56.1,4.8,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.9, 'Cadres': 22.5, 'Profession intermédiaire': 26.7, 'Employé': 31.0, 'Ouvrier': 15.0}",29.0,12.2,8.6,16.0,12.3
91021,91021,70.7,4.1,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.9, 'Cadres': 22.9, 'Profession intermédiaire': 25.7, 'Employé': 29.9, 'Ouvrier': 15.6}",20.0,20.3,8.0,18.9,12.4
91086,91086,74.0,4.9,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.0, 'Cadres': 27.0, 'Profession intermédiaire': 27.9, 'Employé': 15.4, 'Ouvrier': 25.7}",7.0,12.3,5.9,21.3,10.2
91103,91103,71.2,3.7,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.7, 'Cadres': 14.7, 'Profession intermédiaire': 25.9, 'Employé': 26.1, 'Ouvrier': 29.6}",14.0,16.8,5.3,19.2,14.8
91114,91114,70.3,5.6,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 8.0, 'Cadres': 23.0, 'Profession intermédiaire': 29.2, 'Employé': 28.7, 'Ouvrier': 11.0}",11.0,11.8,8.0,17.4,19.4
91161,91161,69.8,4.0,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.0, 'Cadres': 21.2, 'Profession intermédiaire': 25.2, 'Employé': 19.6, 'Ouvrier': 29.9}",17.0,16.9,5.4,20.9,11.0
91174,91174,63.6,3.1,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.2, 'Cadres': 19.7, 'Profession intermédiaire': 31.0, 'Employé': 26.7, 'Ouvrier': 17.3}",27.0,21.0,5.6,21.6,9.5
91200,91200,68.4,4.4,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 7.0, 'Cadres': 17.4, 'Profession intermédiaire': 31.0, 'Employé': 25.3, 'Ouvrier': 18.9}",14.0,10.3,10.3,16.7,11.7
91201,91201,67.6,5.4,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 7.9, 'Cadres': 14.2, 'Profession intermédiaire': 28.5, 'Employé': 36.0, 'Ouvrier': 13.3}",12.0,11.7,7.4,18.5,13.2
91215,91215,60.6,3.3,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.3, 'Cadres': 16.3, 'Profession intermédiaire': 27.9, 'Employé': 31.3, 'Ouvrier': 19.2}",24.0,14.5,5.9,21.5,7.3
91216,91216,69.7,4.6,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.9, 'Cadres': 17.3, 'Profession intermédiaire': 31.3, 'Employé': 33.7, 'Ouvrier': 10.8}",8.0,11.6,10.2,18.2,17.2
91223,91223,63.9,3.5,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 5.3, 'Cadres': 15.7, 'Profession intermédiaire': 25.9, 'Employé': 34.2, 'Ouvrier': 18.6}",20.0,15.7,7.6,19.4,8.2
91228,91228,59.4,2.9,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 3.2, 'Cadres': 27.0, 'Profession intermédiaire': 31.8, 'Employé': 27.5, 'Ouvrier': 10.5}",25.0,19.1,4.5,20.9,11.6
91235,91235,37.5,1.5,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 2.1, 'Cadres': 10.8, 'Profession intermédiaire': 21.7, 'Employé': 39.2, 'Ouvrier': 26.2}",22.0,17.5,3.2,22.8,4.3
91272,91272,65.6,3.1,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 3.7, 'Cadres': 56.9, 'Profession intermédiaire': 19.7, 'Employé': 15.2, 'Ouvrier': 4.4}",5.0,8.0,5.4,13.0,41.6
91286,91286,52.6,2.5,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 3.7, 'Cadres': 14.7, 'Profession intermédiaire': 29.8, 'Employé': 23.7, 'Ouvrier': 28.1}",44.0,20.9,4.7,17.4,5.3
91312,91312,73.6,4.5,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 7.4, 'Cadres': 30.5, 'Profession intermédiaire': 25.3, 'Employé': 19.6, 'Ouvrier': 16.9}",7.0,11.3,5.7,14.3,26.3
91345,91345,69.5,4.6,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 3.6, 'Cadres': 22.5, 'Profession intermédiaire': 30.3, 'Employé': 30.1, 'Ouvrier': 13.5}",16.0,15.1,6.8,18.0,13.5
91377,91377,72.1,3.2,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 2.6, 'Cadres': 44.5, 'Profession intermédiaire': 23.2, 'Employé': 19.0, 'Ouvrier': 10.8}",16.0,19.2,5.4,14.3,29.6
91386,91386,71.3,4.1,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 8.9, 'Cadres': 16.4, 'Profession intermédiaire': 25.9, 'Employé': 27.3, 'Ouvrier': 21.4}",9.0,11.3,6.0,19.4,16.6
91421,91421,68.2,3.9,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.8, 'Cadres': 17.5, 'Profession intermédiaire': 31.6, 'Employé': 31.5, 'Ouvrier': 12.7}",16.0,12.8,8.8,17.2,17.1
91434,91434,66.9,4.4,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 9.7, 'Cadres': 16.0, 'Profession intermédiaire': 28.7, 'Employé': 28.6, 'Ouvrier': 17.0}",14.0,14.0,6.3,19.0,10.5
91471,91471,66.4,3.4,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 3.3, 'Cadres': 45.7, 'Profession intermédiaire': 24.9, 'Employé': 20.4, 'Ouvrier': 5.6}",6.0,9.5,5.9,10.6,43.6
91477,91477,68.5,3.8,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.6, 'Cadres': 49.3, 'Profession intermédiaire': 21.5, 'Employé': 16.4, 'Ouvrier': 9.2}",11.0,14.3,5.3,15.6,30.2
91521,91521,63.6,3.4,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 8.3, 'Cadres': 16.1, 'Profession intermédiaire': 29.0, 'Employé': 27.8, 'Ouvrier': 18.7}",24.0,17.6,6.5,20.4,9.2
91549,91549,68.3,5.0,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 7.7, 'Cadres': 14.7, 'Profession intermédiaire': 29.0, 'Employé': 32.9, 'Ouvrier': 15.9}",16.0,13.8,7.4,18.0,12.1
91552,91552,68.3,3.8,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 7.5, 'Cadres': 12.5, 'Profession intermédiaire': 27.3, 'Employé': 24.9, 'Ouvrier': 27.4}",12.0,14.2,5.5,19.5,9.3
91570,91570,68.0,3.8,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.8, 'Cadres': 18.3, 'Profession intermédiaire': 29.2, 'Employé': 23.8, 'Ouvrier': 22.9}",16.0,14.5,6.4,19.8,11.8
91573,91573,73.4,3.1,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.9, 'Cadres': 17.8, 'Profession intermédiaire': 33.1, 'Employé': 24.8, 'Ouvrier': 17.4}",8.0,17.2,5.4,20.8,13.0
91645,91645,69.4,5.2,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 7.0, 'Cadres': 26.8, 'Profession intermédiaire': 26.8, 'Employé': 24.3, 'Ouvrier': 15.1}",7.0,7.8,11.2,12.1,33.5
91657,91657,65.7,4.0,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 8.9, 'Cadres': 12.9, 'Profession intermédiaire': 24.7, 'Employé': 35.5, 'Ouvrier': 18.0}",20.0,16.6,6.5,19.5,9.2
91661,91661,72.1,5.3,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.4, 'Cadres': 31.6, 'Profession intermédiaire': 29.2, 'Employé': 20.2, 'Ouvrier': 14.5}",7.0,11.2,5.6,15.3,22.9
91691,91691,71.7,5.1,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 8.3, 'Cadres': 17.3, 'Profession intermédiaire': 29.4, 'Employé': 32.0, 'Ouvrier': 12.9}",8.0,11.8,7.7,18.3,16.2
91692,91692,63.7,3.8,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 2.8, 'Cadres': 37.9, 'Profession intermédiaire': 26.4, 'Employé': 21.0, 'Ouvrier': 11.8}",22.0,16.0,4.3,17.7,14.5
91027,91027,69.9,3.3,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.2, 'Cadres': 24.5, 'Profession intermédiaire': 25.4, 'Employé': 28.9, 'Ouvrier': 16.1}",18.0,17.9,6.3,19.4,13.0
91326,91326,72.3,2.9,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.7, 'Cadres': 15.3, 'Profession intermédiaire': 30.7, 'Employé': 32.7, 'Ouvrier': 15.7}",18.0,19.2,6.7,17.5,21.6
91432,91432,69.8,5.6,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 6.0, 'Cadres': 18.5, 'Profession intermédiaire': 25.6, 'Employé': 21.3, 'Ouvrier': 28.4}",10.0,13.6,7.7,18.0,10.6
91589,91589,69.6,4.5,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 10.1, 'Cadres': 17.5, 'Profession intermédiaire': 29.5, 'Employé': 29.2, 'Ouvrier': 13.5}",14.0,13.7,7.2,17.7,15.0
91687,91687,67.0,3.9,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 6.0, 'Cadres': 20.7, 'Profession intermédiaire': 27.6, 'Employé': 27.7, 'Ouvrier': 17.9}",19.0,18.1,7.0,19.6,10.6
77067,77067,71.4,5.2,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.0, 'Cadres': 11.0, 'Profession intermédiaire': 25.1, 'Employé': 41.8, 'Ouvrier': 16.2}",8.0,11.3,5.6,21.6,13.2
77122,77122,71.4,5.0,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.0, 'Cadres': 12.6, 'Profession intermédiaire': 27.0, 'Employé': 28.0, 'Ouvrier': 26.3}",12.0,13.1,6.4,20.8,11.3
77251,77251,68.2,4.2,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 3.8, 'Cadres': 17.3, 'Profession intermédiaire': 26.6, 'Employé': 31.9, 'Ouvrier': 20.5}",12.0,17.1,3.5,21.8,12.2
77296,77296,67.8,3.1,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 2.8, 'Cadres': 27.9, 'Profession intermédiaire': 26.0, 'Employé': 19.1, 'Ouvrier': 24.2}",15.0,16.3,3.1,21.2,9.5
77445,77445,64.8,3.6,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.9, 'Cadres': 17.4, 'Profession intermédiaire': 30.2, 'Employé': 27.3, 'Ouvrier': 20.1}",16.0,14.4,4.2,23.4,7.9
92023,92023,72.1,3.7,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.8, 'Cadres': 27.6, 'Profession intermédiaire': 31.1, 'Employé': 25.6, 'Ouvrier': 9.9}",11.0,12.0,8.3,15.0,27.4
92002,92002,70.9,3.4,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.0, 'Cadres': 35.2, 'Profession intermédiaire': 27.9, 'Employé': 22.4, 'Ouvrier': 9.4}",9.0,12.8,6.4,12.3,38.6
92004,92004,72.9,2.2,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.4, 'Cadres': 29.9, 'Profession intermédiaire': 26.6, 'Employé': 25.6, 'Ouvrier': 11.5}",15.0,17.6,5.8,13.7,35.2
92007,92007,64.6,3.2,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.6, 'Cadres': 32.8, 'Profession intermédiaire': 27.5, 'Employé': 21.0, 'Ouvrier': 13.1}",20.0,16.2,6.6,18.4,17.2
92009,92009,73.5,2.6,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.4, 'Cadres': 52.9, 'Profession intermédiaire': 20.4, 'Employé': 17.5, 'Ouvrier': 4.6}",10.0,13.1,6.4,13.8,35.5
92012,92012,74.7,2.2,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.8, 'Cadres': 50.3, 'Profession intermédiaire': 23.2, 'Employé': 16.6, 'Ouvrier': 5.1}",9.0,12.9,6.4,12.2,42.3
92014,92014,71.1,3.4,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.6, 'Cadres': 28.4, 'Profession intermédiaire': 28.0, 'Employé': 27.4, 'Ouvrier': 9.4}",8.0,11.6,6.8,11.1,45.1
92019,92019,71.5,3.2,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.5, 'Cadres': 30.4, 'Profession intermédiaire': 26.3, 'Employé': 29.5, 'Ouvrier': 8.3}",12.0,13.9,6.5,15.2,28.6
92020,92020,74.9,3.8,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 3.9, 'Cadres': 46.2, 'Profession intermédiaire': 22.6, 'Employé': 18.6, 'Ouvrier': 8.6}",9.0,14.0,6.5,15.1,32.7
92022,92022,74.7,2.5,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.5, 'Cadres': 28.6, 'Profession intermédiaire': 29.5, 'Employé': 28.8, 'Ouvrier': 7.5}",8.0,13.8,6.3,11.7,38.1
92024,92024,69.6,2.0,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.5, 'Cadres': 38.8, 'Profession intermédiaire': 26.6, 'Employé': 20.4, 'Ouvrier': 9.8}",22.0,15.2,5.3,15.3,27.2
92025,92025,67.8,2.9,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.9, 'Cadres': 36.1, 'Profession intermédiaire': 27.5, 'Employé': 21.1, 'Ouvrier': 10.4}",17.0,15.6,6.3,15.3,24.7
92026,92026,74.0,2.4,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 2.4, 'Cadres': 60.8, 'Profession intermédiaire': 19.0, 'Employé': 13.6, 'Ouvrier': 4.3}",11.0,15.1,5.9,13.4,39.9
92032,92032,69.3,2.7,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.5, 'Cadres': 39.1, 'Profession intermédiaire': 22.6, 'Employé': 22.4, 'Ouvrier': 11.4}",12.0,11.9,7.0,16.0,28.8
92033,92033,70.9,2.9,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 7.1, 'Cadres': 27.1, 'Profession intermédiaire': 30.5, 'Employé': 28.8, 'Ouvrier': 6.4}",7.0,9.8,8.5,13.9,37.6
92035,92035,76.6,3.0,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.4, 'Cadres': 38.3, 'Profession intermédiaire': 22.6, 'Employé': 21.1, 'Ouvrier': 11.6}",8.0,14.0,6.0,13.0,37.4
92036,92036,59.2,2.6,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 3.1, 'Cadres': 33.1, 'Profession intermédiaire': 25.4, 'Employé': 18.3, 'Ouvrier': 20.1}",28.0,16.6,6.2,17.1,11.3
92040,92040,76.4,2.4,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 2.5, 'Cadres': 59.2, 'Profession intermédiaire': 20.5, 'Employé': 13.2, 'Ouvrier': 4.5}",8.0,13.9,5.4,11.8,42.1
92044,92044,75.7,2.0,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.0, 'Cadres': 51.7, 'Profession intermédiaire': 22.6, 'Employé': 16.5, 'Ouvrier': 5.2}",9.0,15.4,5.6,12.2,42.0
92046,92046,70.5,3.2,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.6, 'Cadres': 41.7, 'Profession intermédiaire': 26.6, 'Employé': 18.0, 'Ouvrier': 9.2}",14.0,11.8,6.0,15.3,25.5
92048,92048,71.9,3.1,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.7, 'Cadres': 51.2, 'Profession intermédiaire': 20.0, 'Employé': 17.7, 'Ouvrier': 6.3}",11.0,11.5,7.6,13.4,32.8
92049,92049,74.5,2.8,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 3.4, 'Cadres': 53.3, 'Profession intermédiaire': 21.2, 'Employé': 16.1, 'Ouvrier': 6.0}",10.0,13.9,6.4,12.0,38.0
92050,92050,65.8,2.6,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 2.7, 'Cadres': 44.4, 'Profession intermédiaire': 23.8, 'Employé': 19.9, 'Ouvrier': 9.2}",22.0,17.3,5.6,15.9,22.7
92051,92051,69.9,2.1,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.6, 'Cadres': 50.0, 'Profession intermédiaire': 22.4, 'Employé': 18.4, 'Ouvrier': 4.7}",8.0,10.6,9.3,12.5,49.4
92060,92060,75.5,3.5,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 3.4, 'Cadres': 51.8, 'Profession intermédiaire': 24.4, 'Employé': 14.7, 'Ouvrier': 5.7}",6.0,12.4,5.7,15.9,26.9
92062,92062,75.4,2.6,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 2.0, 'Cadres': 62.0, 'Profession intermédiaire': 18.5, 'Employé': 13.8, 'Ouvrier': 3.8}",10.0,15.9,5.5,12.7,39.5
92063,92063,73.2,3.2,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.4, 'Cadres': 46.8, 'Profession intermédiaire': 24.3, 'Employé': 17.9, 'Ouvrier': 6.7}",8.0,12.2,6.5,12.9,35.8
92064,92064,73.0,2.3,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.6, 'Cadres': 46.3, 'Profession intermédiaire': 24.5, 'Employé': 19.2, 'Ouvrier': 5.4}",7.0,11.7,7.5,10.5,49.5
92071,92071,67.4,3.0,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 7.2, 'Cadres': 32.4, 'Profession intermédiaire': 25.8, 'Employé': 25.9, 'Ouvrier': 8.7}",8.0,7.3,8.9,11.0,44.8
92072,92072,72.8,2.7,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.5, 'Cadres': 45.1, 'Profession intermédiaire': 23.7, 'Employé': 19.1, 'Ouvrier': 6.6}",9.0,10.7,7.6,12.0,38.6
92073,92073,73.9,2.5,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.3, 'Cadres': 43.4, 'Profession intermédiaire': 25.5, 'Employé': 20.5, 'Ouvrier': 6.4}",10.0,14.1,5.8,13.9,36.3
92075,92075,71.8,3.0,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.6, 'Cadres': 35.1, 'Profession intermédiaire': 26.7, 'Employé': 24.4, 'Ouvrier': 8.2}",9.0,9.9,7.1,13.7,36.6
92077,92077,72.5,2.0,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 8.4, 'Cadres': 33.0, 'Profession intermédiaire': 23.4, 'Employé': 25.2, 'Ouvrier': 10.0}",6.0,8.4,7.4,13.0,41.3
92078,92078,56.1,3.2,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.9, 'Cadres': 16.5, 'Profession intermédiaire': 30.2, 'Employé': 27.9, 'Ouvrier': 20.4}",26.0,16.6,5.9,20.2,8.5
93001,93001,56.9,2.2,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.2, 'Cadres': 24.4, 'Profession intermédiaire': 24.0, 'Employé': 27.1, 'Ouvrier': 18.3}",42.0,17.2,5.2,16.8,10.4
93005,93005,58.6,3.4,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.8, 'Cadres': 16.2, 'Profession intermédiaire': 27.1, 'Employé': 29.0, 'Ouvrier': 21.9}",29.0,16.4,5.9,18.7,8.3
93006,93006,63.5,2.6,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.5, 'Cadres': 26.1, 'Profession intermédiaire': 25.6, 'Employé': 26.5, 'Ouvrier': 15.4}",28.0,14.5,6.6,16.7,16.8
93007,93007,58.0,2.9,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 7.8, 'Cadres': 13.6, 'Profession intermédiaire': 25.9, 'Employé': 28.7, 'Ouvrier': 24.1}",32.0,18.1,5.5,19.1,6.9
93008,93008,52.2,3.0,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 3.6, 'Cadres': 23.0, 'Profession intermédiaire': 28.7, 'Employé': 29.1, 'Ouvrier': 15.5}",36.0,17.4,5.9,17.9,6.8
93010,93010,58.3,3.3,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 7.0, 'Cadres': 15.8, 'Profession intermédiaire': 27.0, 'Employé': 31.1, 'Ouvrier': 19.1}",34.0,19.4,6.8,19.8,8.0
93013,93013,62.1,2.6,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.7, 'Cadres': 22.6, 'Profession intermédiaire': 25.9, 'Employé': 24.9, 'Ouvrier': 21.8}",34.0,19.1,6.8,17.2,10.1
93014,93014,48.5,2.8,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.0, 'Cadres': 15.9, 'Profession intermédiaire': 23.6, 'Employé': 32.7, 'Ouvrier': 22.8}",42.0,18.6,3.8,18.2,4.1
93027,93027,53.9,2.5,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 6.1, 'Cadres': 15.1, 'Profession intermédiaire': 26.5, 'Employé': 25.1, 'Ouvrier': 27.0}",42.0,17.1,4.8,17.3,6.0
93029,93029,58.7,3.4,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 9.5, 'Cadres': 15.3, 'Profession intermédiaire': 23.4, 'Employé': 31.1, 'Ouvrier': 20.6}",29.0,18.1,6.6,17.3,6.6
93030,93030,57.0,2.2,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.1, 'Cadres': 19.4, 'Profession intermédiaire': 27.0, 'Employé': 33.7, 'Ouvrier': 15.9}",33.0,19.6,4.3,22.1,5.8
93031,93031,58.8,3.0,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 6.9, 'Cadres': 14.5, 'Profession intermédiaire': 27.1, 'Employé': 30.4, 'Ouvrier': 21.1}",31.0,17.7,5.5,18.4,10.4
93032,93032,66.2,4.1,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 9.1, 'Cadres': 16.8, 'Profession intermédiaire': 26.2, 'Employé': 30.6, 'Ouvrier': 17.3}",18.0,15.4,6.5,19.2,11.2
93045,93045,67.5,3.2,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.5, 'Cadres': 24.5, 'Profession intermédiaire': 26.3, 'Employé': 26.0, 'Ouvrier': 16.6}",16.0,13.3,7.1,15.1,24.6
93046,93046,65.3,3.9,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 9.9, 'Cadres': 15.1, 'Profession intermédiaire': 26.2, 'Employé': 32.1, 'Ouvrier': 16.7}",20.0,18.2,6.9,19.5,8.8
93047,93047,59.7,3.4,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 7.6, 'Cadres': 15.6, 'Profession intermédiaire': 30.2, 'Employé': 30.9, 'Ouvrier': 15.7}",24.0,16.1,6.5,18.3,6.5
93048,93048,65.5,2.8,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.8, 'Cadres': 39.5, 'Profession intermédiaire': 25.6, 'Employé': 19.4, 'Ouvrier': 10.7}",25.0,16.4,6.0,15.2,22.9
93049,93049,70.3,4.3,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 7.9, 'Cadres': 19.4, 'Profession intermédiaire': 24.2, 'Employé': 26.1, 'Ouvrier': 22.4}",14.0,12.8,6.9,17.7,17.0
93050,93050,65.7,3.3,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.5, 'Cadres': 17.1, 'Profession intermédiaire': 29.8, 'Employé': 30.0, 'Ouvrier': 17.5}",21.0,16.1,5.3,18.5,12.2
